TOWNID,TOWNCODE,COUNTYNAME,TOWNNAME,TOWNENG,COUNTYID,COUNTYCODE,ZIPCODE,CENTERLONGITUDE,CENTERLATITUDE
V02,1000903,雲林縣,虎尾鎮,Huwei Township,P,10009,632,120.429306057465,23.7166154456763
V02,1000904,雲林縣,西螺鎮,Xiluo Township,P,10009,648,120.458079459578,23.7794210921125
V02,1000905,雲林縣,土庫鎮,Tuku Township,P,10009,633,120.364725191743,23.6911066459257
V02,1000906,雲林縣,北港鎮,Beigang Township,P,10009,651,120.294016407618,23.5921952772642
V02,1000907,雲林縣,古坑鄉,Gukeng Township,P,10009,646,120.611735115935,23.6254546924369
V02,1000908,雲林縣,大埤鄉,Dabi Township,P,10009,631,120.425559187049,23.645597099931
V02,1000909,雲林縣,莿桐鄉,Citong Township,P,10009,647,120.529041925221,23.7697389436275
V02,1000910,雲林縣,林內鄉,Linnei Township,P,10009,643,120.615501765773,23.7557208980058
V02,1000911,雲林縣,二崙鄉,Erlun Township,P,10009,649,120.396459833782,23.7925520993191
V02,1000912,雲林縣,崙背鄉,Lunbei Township,P,10009,637,120.333976862616,23.7784979069954
V02,1000914,雲林縣,東勢鄉,Dongshi Township,P,10009,635,120.256417300515,23.696123235018
V02,1000915,雲林縣,褒忠鄉,Baozhong Township,P,10009,634,120.311612196671,23.7161320363789
V02,1000917,雲林縣,元長鄉,Yuanchang Township,P,10009,655,120.327961711378,23.642430952908
V02,1000920,雲林縣,水林鄉,Shuilin Township,P,10009,652,120.235273439821,23.5616284883609
V02,1001002,嘉義縣,朴子市,Puzi City,Q,10010,613,120.253897688325,23.4461060514393
V02,1001004,嘉義縣,大林鎮,Dalin Township,Q,10010,622,120.480786485607,23.5989082682624
V02,1001005,嘉義縣,民雄鄉,Minxueng Township,Q,10010,621,120.444279772169,23.5425534743946
V02,1001006,嘉義縣,溪口鄉,Xikou Township,Q,10010,623,120.401028180307,23.5935308916869
V02,1001007,嘉義縣,新港鄉,Xingang Township,Q,10010,616,120.348287276565,23.545812952426
V02,1001008,嘉義縣,六腳鄉,Liujiao Township,Q,10010,615,120.271472773863,23.5102098404333
V02,1001010,嘉義縣,義竹鄉,Yizhu Township,Q,10010,624,120.223943326997,23.3457587153838
V02,1001011,嘉義縣,鹿草鄉,Lucao Township,Q,10010,611,120.304546824245,23.4081173628163
V02,1001014,嘉義縣,竹崎鄉,Zhuqi Township,Q,10010,604,120.596577113276,23.5037652669329
V02,1001015,嘉義縣,梅山鄉,Meishan Township,Q,10010,603,120.638745882452,23.5553546530787
V02,1001017,嘉義縣,大埔鄉,Dapu Township,Q,10010,607,120.589646615371,23.2884842647336
V02,1001018,嘉義縣,阿里山鄉,Alishan Township,Q,10010,605,120.759617274033,23.4407761879842
V02,1001301,屏東縣,屏東市,Pingtung City,T,10013,900,120.479994764564,22.6647375034444
V02,1001302,屏東縣,潮州鎮,Chaozhou Township,T,10013,920,120.556806291446,22.5364294668361
V02,1001306,屏東縣,長治鄉,Changzhi Township,T,10013,908,120.555978962203,22.6945495233278
V02,1001307,屏東縣,麟洛鄉,Linluo Township,T,10013,909,120.529969258233,22.6487636691805
V02,1001308,屏東縣,九如鄉,Jiuru Township,T,10013,904,120.484504377321,22.7316676992585
V02,1001309,屏東縣,里港鄉,Ligang Township,T,10013,905,120.506127627519,22.7985483087681
V02,1001310,屏東縣,鹽埔鄉,Yanpu Township,T,10013,907,120.569394116461,22.742536362597
V02,1001311,屏東縣,高樹鄉,Gaoshu Township,T,10013,906,120.601767764675,22.8099202203347
V02,1001312,屏東縣,萬巒鄉,Wanluan Township,T,10013,923,120.60181697562,22.5823345932963
V02,1001313,屏東縣,內埔鄉,Neipu Township,T,10013,912,120.588822173895,22.6511693345246
V02,1001315,屏東縣,新埤鄉,Xinbi Township,T,10013,925,120.584625715071,22.4867627902348
V02,1001318,屏東縣,崁頂鄉,Kanding Township,T,10013,924,120.500659796115,22.5152815070771
V02,1001320,屏東縣,南州鄉,Nanzhou Township,T,10013,926,120.518056053419,22.4798070437891
V02,1001322,屏東縣,琉球鄉,Liuqiu Township,T,10013,929,120.371046646422,22.3400027796402
V02,1001326,屏東縣,三地門鄉,Sandimen Township,T,10013,901,120.686521892411,22.7978684726758
V02,1001327,屏東縣,霧臺鄉,Wutai Township,T,10013,902,120.800809902664,22.7599047802993
V02,1001328,屏東縣,瑪家鄉,Majia Township,T,10013,903,120.679923854647,22.6710776446925
V02,1001329,屏東縣,泰武鄉,Taiwu Township,T,10013,921,120.691792921859,22.6040847696481
V02,1001330,屏東縣,來義鄉,Laiyi Township,T,10013,922,120.68572319785,22.501572058845
V02,1001331,屏東縣,春日鄉,Chunri Township,T,10013,942,120.697579915321,22.4039975412871
V02,1001332,屏東縣,獅子鄉,Shizi Township,T,10013,943,120.735645413718,22.2608492101756
V02,1001403,臺東縣,關山鎮,Guanshan Township,V,10014,956,121.176619731011,23.037806841788
V02,1001405,臺東縣,鹿野鄉,Luye Township,V,10014,955,121.156037555936,22.9512566567191
V02,1001406,臺東縣,池上鄉,Chishang Township,V,10014,958,121.218450133956,23.0924871392717
V02,1001412,臺東縣,海端鄉,Haiduan Township,V,10014,957,121.017567189434,23.114785283898
V02,1001413,臺東縣,延平鄉,Yanping Township,V,10014,953,120.983190198409,22.9034317363919
V02,1001502,花蓮縣,鳳林鎮,Fenglin Township,U,10015,975,121.469884821481,23.7432446161041
V02,1001503,花蓮縣,玉里鎮,Yuli Township,U,10015,981,121.360447619116,23.3714358805698
V02,1001507,花蓮縣,光復鄉,Guangfu Township,U,10015,976,121.435123102437,23.6465874248504
V02,1001509,花蓮縣,瑞穗鄉,Ruisui Township,U,10015,978,121.407347174264,23.5156124032443
V02,1001510,花蓮縣,富里鄉,Fuli Township,U,10015,983,121.298049435164,23.1967209199893
V02,1001512,花蓮縣,萬榮鄉,Wanrong Township,U,10015,979,121.318953140765,23.7277262858466
V02,1001513,花蓮縣,卓溪鄉,Zhuoxi Township,U,10015,982,121.180422225847,23.390628749495
V02,1001601,澎湖縣,馬公市,Magong City,X,10016,880,119.59234,23.55534
V02,1001602,澎湖縣,湖西鄉,Huxi Township,X,10016,885,119.64462,23.57364
V02,1001603,澎湖縣,白沙鄉,Baisha Township,X,10016,884,119.59251,23.64178
V02,1001604,澎湖縣,西嶼鄉,Xiyu Township,X,10016,881,119.50783,23.59975
V02,1001605,澎湖縣,望安鄉,Wangan Township,X,10016,882,119.50406,23.36904
V02,1001606,澎湖縣,七美鄉,Qimei Township,X,10016,883,119.43393,23.20108
V02,1001702,基隆市,七堵區,Qidu District,C,10017,206,121.683628045816,25.1096202797313
V02,1001703,基隆市,暖暖區,Nuannuan District,C,10017,205,121.744734395129,25.080970026859
V02,1001704,基隆市,仁愛區,Renai District,C,10017,200,121.743420489185,25.1194542071689
V02,1001707,基隆市,信義區,Xinyi District,C,10017,201,121.772646023224,25.1257657937986
V02,1001801,新竹市,東區,E. District,O,10018,300,120.992750477701,24.7902817358819
V02,6300100,臺北市,松山區,Songshan District,A,63,105,121.557587582092,25.059991008007
V02,6300200,臺北市,信義區,Xinyi District,A,63,110,121.571669734545,25.0306208286138
V02,6300300,臺北市,大安區,Daan District,A,63,106,121.543444557916,25.0267701191431
V02,6300400,臺北市,中山區,Zhongshan District,A,63,104,121.538159729839,25.0696991721485
V02,6300500,臺北市,中正區,Zhongzheng District,A,63,100,121.519883944258,25.0324048718494
V02,6300600,臺北市,大同區,Datong District,A,63,103,121.513041719576,25.0634243257872
V02,6300700,臺北市,萬華區,Wanhua District,A,63,108,121.497985838523,25.028589903457
V02,6300800,臺北市,文山區,Wenshan District,A,63,116,121.573608239798,24.9885793372573
V02,6300900,臺北市,南港區,Nangang District,A,63,115,121.609757289042,25.036009337784
